K02110_downstream.fna.motif.h1_5;High-covariation	4.477159175274068	0	0	10.599454395416943	8.730325076051244	5.470426643265675	21.615025332868584	44.15384751456085	19.36111600781655	46.518790121174334	37.173032967927355	9.766100106023055	7.204939855829066	23.863064210286794	45.131659894444304	37.24822889814756
K21703_upstream.fna.motif.h2_1;High-power	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02110_downstream.fna.motif.h1_5;High-covariation	4.477159175274068	0	0	10.599454395416943	8.730325076051244	5.470426643265675	21.615025332868584	44.15384751456085	19.36111600781655	46.518790121174334	37.173032967927355	9.766100106023055	7.204939855829066	23.863064210286794	45.131659894444304	37.24822889814756
Candidate_RF01343_CRISPR-DR33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidate_RF01701_Cyano-1	0	0	0	0	0	0	0	6.307692502080122	0	0	0	0	1.8012349639572665	0	0	4.656028612268445
Candidate_RF02514_5_ureB_sRNA	2.238579587637034	11.674245189623427	5.19247552664866	3.974795398281354	8.002797986380308	10.029115512653737	8.84251036344624	11.564102920480224	8.80050727628025	11.961974602587686	15.65180335491678	8.952258430521134	12.608644747700865	5.302903157841509	14.103643717013846	8.148050071469779
Candidate_RF02701_PsrR1	11.192897938185169	15.565660252831236	10.38495105329732	47.697544779376244	90.2133591191962	40.11646205061495	89.40760478595641	305.9230863508859	16.720963824932475	20.60117848223435	15.65180335491678	15.462991834536504	6.304322373850432	14.582983684064152	25.38655869062492	47.724293275751556
gene-SYNPCC7002_RS00010	524.9469133008845	590.1979512531843	643.8669653044337	614.7683549341828	576.9289821090531	509.6614155975854	587.5356885934278	555.0769401830507	469.94708855336535	566.8646853337386	606.5073800030252	639.6795569445101	479.1285004126329	527.6388642052302	534.9982183320585	504.01509727805916
gene-SYNPCC7002_RS00015	582.0306927856288	625.2206868220546	690.5992450442717	649.2165817192878	509.26896276965596	388.40029167186293	469.63555041414463	511.9743747521699	545.6314511293755	487.7827421277423	400.0992232600602	421.56998790999523	487.23405775044057	570.0620894679623	555.6835624503454	498.1950615127236
gene-SYNPCC7002_RS00025	119.76400793858132	124.52528202264989	131.11000704787864	147.0674297364101	48.744315007952785	63.82164417143288	72.70508521055795	86.20513086176167	66.8838552997299	61.13898130211484	92.93258241981839	76.5011174971806	32.4222293512308	64.96056368355849	82.7413764731479	80.31649356163068
gene-SYNPCC7002_RS00030	189.15997515532936	224.40493531165032	281.6917973206898	266.3112916848507	76.3903444154484	72.93902191020901	95.30261169492057	118.7948754558423	110.00634095350313	102.34133826658353	95.86729554886529	136.72540148432276	92.76360064379922	124.61822420927548	112.82914973611076	87.30053648003334
gene-SYNPCC7002_RS00035	83.94673453638877	108.95962176981865	119.42693711291916	113.94413475073215	118.58691561636275	102.1146306742926	103.16262090687277	107.23077253536208	124.96720332317955	122.94251674881788	136.95327935552183	135.91155980882084	112.57718524732915	125.94394999873586	116.59012139398112	90.79255793923467
gene-SYNPCC7002_RS00040	456.6702358779549	415.0842734088329	394.62814002529814	418.6784486189693	676.6001933939715	539.7487621355466	503.04058956494157	496.2051434969696	881.8108290832811	791.4839862045519	855.9579959720114	782.1018501573463	742.1088051503938	644.3027336777434	764.4174894621505	693.7482632279982
gene-SYNPCC7002_RS00045	533.9012316514326	524.0438951786516	467.32279739837935	470.3507887966269	539.0975734461643	552.5130909698332	563.9556609575712	548.7692476809706	567.6327193200761	576.8329975025617	521.4006992606653	559.9230727453219	525.9606094755218	538.2446705209132	600.8152223447898	554.0674048599449
gene-SYNPCC7002_RS00050	129.83761608294796	77.82830126415618	111.63822382294617	100.69481675646097	96.76110292623463	88.43856406612842	82.53009672549823	71.48718169024139	128.48740623369164	77.75283491681996	90.97610700045378	108.24094284175553	97.26668805369239	82.1949989465434	75.21943315740718	107.08865808217423
gene-SYNPCC7002_RS00055	1966.5921677391343	1934.033286414281	2057.5184274345315	2019.1960623269279	1985.4214277119872	2336.783914448321	2204.7325839525956	2053.1539094270797	755.9635750324735	805.4396232409042	743.4606593585471	1021.3713027549112	973.5674980189025	1129.5183726202415	885.7088254284695	1012.6862231683867
